17 12 0 17 0 0 0 11 17 2 15 14 29 17
16 11 0 20 0 0 0 13 16 2 14 13 28 16
17 10 0 18 0 0 0 12 17 2 12 14 30 17
20 12 0 17 0 0 0 11 16 2 11 16 28 16
23 11 0 16 0 0 0 10 15 2 12 15 32 15
22 10 0 19 0 0 0 12 14 2 11 14 31 14
19 11 0 17 0 0 0 13 15 2 10 15 33 15
18 11 0 16 0 0 0 13 18 2 12 14 32 14
18 11 0 16 0 0 0 13 18 2 12 14 31 17
16 12 0 14 0 0 0 14 19 2 10 15 33 15
18 11 0 16 0 0 0 13 18 2 9 17 31 14
21 13 0 15 0 0 0 12 17 2 8 16 29 16
20 12 0 14 0 0 0 14 16 2 9 15 28 19
18 13 0 12 0 0 0 15 14 2 10 16 30 20
17 12 0 14 0 0 0 14 16 2 11 15 28 23
16 11 0 13 0 0 0 13 15 2 13 14 32 21
18 10 0 12 0 0 0 15 17 2 12 16 29 19
17 12 0 14 0 0 0 14 20 2 11 15 27 18
17 12 0 17 0 0 0 14 20 2 11 15 26 18
20 11 0 16 0 0 0 16 19 2 10 14 24 17
18 10 0 18 0 0 0 15 17 2 11 16 27 16
17 11 0 17 0 0 0 14 16 2 10 18 25 18
16 13 0 16 0 0 0 16 15 2 11 17 23 21
18 12 0 14 0 0 0 18 17 2 10 15 25 19
19 11 0 12 0 0 0 16 18 2 11 13 27 21
17 12 0 13 0 0 0 14 20 2 10 12 30 19
16 11 0 15 0 0 0 13 19 2 12 14 29 18
15 10 0 17 0 0 0 15 18 2 14 16 27 17
17 11 0 19 0 0 0 14 16 2 13 15 25 19
19 10 0 21 0 0 0 13 15 2 15 14 23 18
17 11 0 19 0 0 0 12 17 2 14 16 26 16
20 13 0 18 0 0 0 11 16 2 13 15 25 15
19 12 0 17 0 0 0 10 18 2 12 14 28 17
17 11 0 19 0 0 0 11 16 2 11 16 31 15
16 10 0 18 0 0 0 13 15 2 13 18 29 17
15 11 0 17 0 0 0 15 14 2 15 17 27 16
18 11 0 20 0 0 0 14 13 2 14 16 26 15
20 12 0 19 0 0 0 13 15 2 16 15 24 14
19 14 0 18 0 0 0 12 17 2 15 14 27 13
17 13 0 20 0 0 0 11 16 2 14 13 30 15
15 12 0 22 0 0 0 10 14 2 15 12 33 14
17 11 0 21 0 0 0 12 16 2 14 11 31 13
19 10 0 20 0 0 0 11 15 2 16 13 29 15
18 12 0 19 0 0 0 10 17 2 15 15 27 14
17 12 0 18 0 0 0 12 16 2 15 15 26 17
15 11 0 16 0 0 0 13 18 2 17 14 29 15
17 10 0 15 0 0 0 12 17 2 16 13 33 17
16 11 0 17 0 0 0 11 19 2 15 15 30 16
14 12 0 15 0 0 0 10 21 2 13 16 33 14
16 14 0 14 0 0 0 9 20 2 15 15 31 13
18 13 0 13 0 0 0 10 19 2 17 14 29 15
17 12 0 12 0 0 0 12 18 2 16 16 27 17
16 12 0 14 0 0 0 12 17 2 19 15 26 16
14 11 0 15 0 0 0 13 19 2 17 13 28 17
16 12 0 17 0 0 0 14 17 2 15 12 25 19
15 11 0 20 0 0 0 13 20 2 14 14 23 18
17 10 0 18 0 0 0 12 18 2 13 15 25 20
16 12 0 17 0 0 0 12 17 2 15 14 24 19
15 11 0 16 0 0 0 11 19 2 17 13 27 18
14 10 0 14 0 0 0 10 21 2 19 14 30 16
16 10 0 13 0 0 0 12 20 2 18 13 29 15
19 12 0 13 0 0 0 12 19 2 18 13 28 15
18 11 0 12 0 0 0 14 18 2 17 15 26 17
17 10 0 14 0 0 0 13 17 2 16 14 30 16
16 9 0 16 0 0 0 12 19 2 18 13 28 18
15 10 0 15 0 0 0 11 18 2 17 12 32 17
17 9 0 17 0 0 0 12 17 2 16 11 30 19
16 9 0 20 0 0 0 11 16 2 15 13 29 18
14 8 0 18 0 0 0 12 17 2 16 14 32 16
14 9 0 21 0 0 0 12 16 2 15 14 31 15
13 10 0 20 0 0 0 14 15 2 17 13 30 14
15 9 0 19 0 0 0 13 17 2 16 15 28 16
14 10 0 21 0 0 0 12 16 2 15 17 26 18
15 9 0 19 0 0 0 13 14 2 17 15 29 16
14 10 0 17 0 0 0 12 13 2 19 14 32 18
14 10 0 17 0 0 0 12 15 2 18 14 31 17
16 9 0 19 0 0 0 14 14 2 17 13 29 16
15 10 0 22 0 0 0 13 16 2 16 15 27 15
14 11 0 20 0 0 0 12 18 2 14 14 30 17
13 13 0 19 0 0 0 14 17 2 16 13 28 16
15 12 0 17 0 0 0 13 16 2 15 12 31 18
17 11 0 19 0 0 0 12 15 2 14 14 29 17
16 13 0 18 0 0 0 14 14 2 16 13 27 16
15 12 0 17 0 0 0 13 16 2 19 12 26 15
16 11 0 15 0 0 0 12 17 2 21 11 28 16
18 12 0 17 0 0 0 13 15 2 19 10 26 18
19 11 0 15 0 0 0 11 16 2 20 11 28 16
18 13 0 17 0 0 0 10 18 2 19 13 26 15
17 12 0 16 0 0 0 9 17 2 18 12 30 17
19 11 0 15 0 0 0 10 19 2 17 11 28 16
19 11 0 15 0 0 0 12 19 2 17 13 27 16
17 12 0 16 0 0 0 11 21 2 15 12 30 14
19 11 0 18 0 0 0 10 20 2 14 14 28 13
17 10 0 17 0 0 0 11 18 2 13 16 31 15
15 9 0 19 0 0 0 12 20 2 14 14 28 17
14 10 0 18 0 0 0 11 23 2 16 13 26 16
16 9 0 17 0 0 0 10 21 2 15 12 29 18
15 10 0 16 0 0 0 10 20 2 17 14 28 17
14 12 0 15 0 0 0 10 19 2 16 14 27 20
14 12 0 18 0 0 0 12 18 2 15 14 26 19
14 12 0 17 0 0 0 12 21 2 15 14 25 18
16 11 0 19 0 0 0 11 19 2 17 16 23 16
18 12 0 17 0 0 0 10 17 2 15 15 26 18
20 13 0 19 0 0 0 9 19 2 16 13 23 16
22 12 0 17 0 0 0 10 17 2 18 15 21 15
20 11 0 19 0 0 0 11 19 2 16 14 23 14
19 13 0 18 0 0 0 10 18 2 15 16 22 16
18 12 0 21 0 0 0 12 17 2 17 15 21 15
19 10 0 18 0 0 0 13 18 2 18 16 22 16
18 11 0 20 0 0 0 12 17 2 17 15 20 18
17 13 0 19 0 0 0 11 19 2 16 14 23 17
15 12 0 17 0 0 0 12 17 2 14 15 25 19
14 12 0 20 0 0 0 12 16 2 17 14 24 18
16 13 0 18 0 0 0 11 15 2 19 13 27 16
18 12 0 16 0 0 0 12 17 2 17 12 30 14
21 14 0 15 0 0 0 11 16 2 16 14 28 13
20 13 0 17 0 0 0 13 18 2 15 13 26 12
19 12 0 16 0 0 0 12 17 2 14 15 30 14
18 11 0 18 0 0 0 14 16 2 16 14 28 13
17 10 0 21 0 0 0 13 15 2 15 13 32 12
19 9 0 20 0 0 0 12 14 2 17 12 30 14
17 10 0 18 0 0 0 13 15 2 15 11 33 15
16 11 0 17 0 0 0 12 17 2 17 10 31 17
18 13 0 16 0 0 0 14 16 2 16 9 29 16
17 15 0 18 0 0 0 13 18 2 15 10 27 15
15 14 0 16 0 0 0 14 20 2 17 11 24 17
15 14 0 19 0 0 0 14 19 2 17 11 23 17
14 13 0 22 0 0 0 13 18 2 16 10 26 16
16 12 0 21 0 0 0 12 21 2 15 11 24 15
18 14 0 20 0 0 0 11 20 2 17 12 22 14
17 13 0 18 0 0 0 12 23 2 16 11 25 13
19 12 0 20 0 0 0 11 21 2 18 12 23 12
18 11 0 23 0 0 0 12 19 2 17 14 21 14
17 10 0 21 0 0 0 14 18 2 16 13 24 16
20 9 0 20 0 0 0 13 17 2 18 12 23 15
19 10 0 19 0 0 0 15 19 2 17 11 21 17
18 12 0 18 0 0 0 14 22 2 16 13 20 16
21 11 0 17 0 0 0 13 21 2 15 12 23 15
20 10 0 19 0 0 0 12 20 2 14 14 22 17
18 11 0 17 0 0 0 13 18 2 15 13 24 19
17 10 0 16 0 0 0 15 21 2 14 12 23 18
20 10 0 15 0 0 0 14 20 2 17 12 22 17
18 9 0 17 0 0 0 13 22 2 15 13 24 15
17 10 0 16 0 0 0 15 21 2 17 12 23 17
20 9 0 15 0 0 0 14 20 2 16 11 26 16
19 10 0 17 0 0 0 13 19 2 15 13 24 18
20 11 0 15 0 0 0 14 20 2 16 14 21 16
20 13 0 15 0 0 0 14 20 2 16 14 21 16
18 11 0 16 0 0 0 15 18 2 17 12 23 17
17 12 0 15 0 0 0 17 20 2 19 11 21 16
16 11 0 17 0 0 0 16 23 2 18 10 20 15
18 12 0 19 0 0 0 14 21 2 16 9 22 17
16 11 0 17 0 0 0 16 23 2 15 10 20 19
19 11 0 16 0 0 0 15 22 2 14 12 19 18
18 11 0 19 0 0 0 14 21 2 13 12 22 17
17 10 0 22 0 0 0 16 20 2 15 11 21 16
